June 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,49,35,30,42,41,33,22,29,22,19,15,15,17,23,28,34,23,26,28,37,46,51,34,54,30,36,31,29,30,13
,Houston Aldine C8/AF108/X150 ,2,Reg,65,40,35,49,52,47,32,37,27,23,17,18,22,27,38,42,28,33,41,50,63,61,NV,50,43,46,44,37,NV,21
,Channelview C15/AH115 ,3,Reg,46,36,35,46,41,38,27,28,22,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Northwest Harris Co. C26/A110/X154,2,Reg,61,40,39,52,48,45,36,35,30,27,24,22,24,28,33,40,27,29,39,39,59,61,47,31,42,44,42,35,36,23
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,46,38,41,54,41,41,33,39,23,20,16,16,18,23,31,32,22,27,28,32,41,52,41,46,36,37,33,33,35,22
,Seabrook Friendship Park C45,1,Reg,40,36,44,59,38,36,35,32,21,19,15,16,19,20,29,29,19,22,23,29,36,48,38,30,38,34,31,29,31,22
,Houston Bayland Park C53/A146 ,1,Reg,43,34,37,53,43,32,28,32,22,22,16,15,18,20,24,34,20,21,28,26,34,39,34,35,30,31,31,28,40,19
,Conroe Relocated C78/A321,1,Reg,68,43,36,42,54,47,28,28,22,32,30,28,28,38,43,49,36,41,47,45,66,60,46,33,49,42,50,25,27,20
,Houston Regional Office C81,1,Reg,40,31,31,46,39,29,19,25,19,16,12,13,17,19,26,29,19,20,25,28,34,38,28,31,26,34,28,NV,29,14
,Manvel Croix Park C84,1,Reg,41,33,39,56,40,31,30,32,24,19,15,16,18,22,32,32,23,23,25,24,31,38,33,29,31,31,30,25,33,23
,Clinton C403/C304/AH113 ,3,Reg,44,31,29,49,40,33,25,34,21,18,13,14,18,20,28,28,21,22,25,31,38,43,33,40,31,36,30,26,34,19
,Houston North Wayside C405/C1033,1,Reg,48,31,26,43,40,35,23,29,21,18,14,15,18,21,25,32,21,23,30,37,45,45,28,45,30,36,32,29,29,17
,Houston Monroe C406,1,Reg,36,31,34,45,35,29,27,30,21,20,14,14,16,20,26,27,21,21,22,23,28,38,33,28,29,31,25,24,32,20
,Lang C408,2,Reg,46,36,36,46,46,39,21,25,22,21,17,17,19,22,29,38,22,25,32,30,44,46,33,NV,NV,34,33,35,31,17
,Houston Croquet C409,2,Reg,41,33,37,54,42,31,28,NV,23,22,16,15,18,20,26,33,20,21,28,24,30,38,34,32,32,31,31,25,41,20
,Houston Westhollow C410/C3003,1,Reg,41,33,39,53,44,34,28,32,21,19,16,17,18,21,24,33,20,21,24,26,32,39,28,33,28,31,29,28,40,20
,Houston Texas Avenue C411,1,Reg,40,29,28,41,39,32,21,26,21,18,14,14,17,20,26,29,20,20,24,27,35,40,30,30,29,35,29,29,35,18
,Park Place C416,1,Reg,45,35,35,50,NV,NA,NA,NV,24,21,16,16,19,23,30,32,23,24,26,28,35,45,37,33,32,38,31,28,35,19
,Sheldon C551,1,Non,55,37,37,48,46,43,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,38,42,28,30,19
,Baytown Wetlands Center C552,1,Non,43,37,43,51,39,36,32,28,23,20,16,17,21,21,33,31,21,24,30,33,40,45,38,32,36,33,33,27,35,21
,Crosby Library C553,1,Non,69,52,49,50,56,49,NV,NA,NA,NA,NA,NA,NA,NA,NV,46,28,38,47,47,60,56,39,52,40,37,41,28,32,20
,West Houston C554,1,Non,48,33,39,52,44,40,26,33,24,23,19,19,21,24,28,39,24,25,32,28,43,47,35,37,33,35,34,32,41,22
,Mercer Arboretum C557,1,Non,73,45,38,46,58,53,31,35,29,28,23,24,NV,36,45,52,34,42,50,57,71,69,50,54,47,49,51,23,32,22
,Tom Bass C558,1,Non,37,33,37,52,38,29,26,29,21,17,14,15,18,20,29,30,21,21,23,24,30,38,33,29,30,30,27,27,35,20
,Katy Park C559,1,Non,43,32,36,52,40,32,27,32,23,19,14,15,17,19,23,30,18,19,22,26,39,39,34,29,33,31,33,25,41,22
,Atascocita C560,1,Non,66,43,39,46,52,45,27,33,26,23,19,21,23,29,NV,NV,31,37,43,53,70,69,44,69,41,42,48,33,31,NV
,Meyer Park C561,1,Non,62,37,39,48,52,47,35,34,30,26,23,21,23,31,36,46,31,35,42,43,60,61,46,42,44,48,42,37,34,22
,Bunker Hill Village C562,1,Non,47,36,35,51,47,38,23,27,22,22,17,16,19,23,26,35,22,23,29,30,38,44,32,35,25,30,31,30,37,17
,Clear Brook High School C570,1,Non,37,32,39,53,37,28,30,31,22,19,14,15,17,20,29,25,20,22,21,25,30,44,34,30,32,32,27,25,29,20
,Clear Creek High School C571,1,Non,36,33,42,57,34,29,32,31,18,17,15,15,17,19,29,28,19,21,21,29,29,48,35,33,37,34,29,32,29,22
,Clear Lake High School C572,1,Non,41,36,42,56,39,36,33,33,21,18,15,15,17,20,29,29,20,23,23,29,31,48,37,33,36,34,31,31,32,22
,HRM-3 Haden Road C603/A114 ,1,Non,47,33,32,46,36,29,NV,NA,NA,NA,NV,13,16,21,28,33,21,25,28,35,43,50,32,55,30,33,31,23,33,17
,Wallisville Road C617 ,1,Non,55,42,47,48,47,42,31,34,28,25,20,19,24,29,37,39,24,33,38,43,48,49,39,60,41,35,34,32,37,22
,Danciger C618 ,1,Non,34,31,43,51,37,25,29,38,23,20,18,17,19,20,26,28,21,20,22,21,24,31,29,26,27,30,29,27,31,26
,Mustang Bayou C619 ,1,Non,33,35,43,50,37,28,29,29,21,19,17,15,19,21,30,28,21,22,20,20,24,35,30,26,27,25,25,24,24,20
,Texas City 34th St. C620 ,1,Non,32,33,44,57,33,27,29,27,18,16,13,13,17,20,28,25,19,18,17,19,28,45,33,28,30,28,27,28,25,20
,UH Moody Tower C695,1,Non,49,40,43,58,49,42,32,36,31,27,21,20,24,28,36,39,28,29,31,34,43,51,44,40,38,44,35,41,42,24
,U of H-Sugarland C696,1,Non,NA,NA,NV,50,40,30,34,35,20,18,15,16,18,20,24,29,19,NV,22,25,34,35,30,29,29,30,29,26,44,22
,UH Coastal Center C697,1,Non,33,38,43,56,36,29,32,29,21,19,16,16,18,18,30,27,19,20,17,19,28,43,37,32,30,28,27,29,26,22
,UH WG Jones Forest C698,1,Non,82,48,39,53,63,60,35,36,32,36,33,33,31,43,NV,NV,41,47,58,58,80,80,60,42,62,54,60,35,36,25
,UH West Liberty C699,1,Non,47,41,38,33,44,41,21,28,26,21,18,17,22,29,34,39,25,35,41,38,49,43,33,38,37,32,31,27,28,19
,Lynchburg Ferry C1015/A165 ,1,Reg,46,41,39,48,40,38,32,35,25,20,18,16,20,21,30,32,23,26,29,36,49,48,42,52,42,34,37,29,37,23
,Lake Jackson C1016 ,1,Reg,30,28,43,45,33,24,27,32,18,16,15,15,16,17,26,25,16,17,17,17,20,31,24,25,26,26,25,21,24,18
,Galveston 99th St. C1034/A320/X183,1,Reg,34,38,40,55,40,28,NV,27,19,17,15,15,17,23,28,25,18,16,18,18,29,39,34,15,22,25,23,24,18,NA

July 2010
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
,Clinton C403/C304/AH113 ,3,Reg,42,32,34,45,26,28,17,18,17,22,32,48,49,47,29,NV,17,12,11,13,14,21,25,44,54,42,43,27,38,41,18
,Houston North Wayside C405/C1033,1,Reg,NV,32,38,40,35,41,NV,25,22,27,44,52,48,58,46,26,18,20,15,16,19,33,34,62,51,43,37,35,37,48,18
,Houston Monroe C406,1,Reg,43,32,37,44,30,33,20,21,17,22,32,56,63,49,30,21,17,20,16,19,18,23,22,30,66,48,41,32,39,39,18
,Lang C408,2,Reg,43,35,40,50,44,46,29,31,20,27,42,59,61,69,44,25,21,25,21,21,24,33,33,48,60,48,42,36,33,46,23
,Houston Croquet C409,2,Reg,46,40,47,53,35,38,22,24,22,23,36,66,74,58,33,24,19,23,18,22,19,27,27,31,76,58,53,37,36,43,22
,Houston Westhollow C410/C3003,1,Reg,43,34,42,56,39,43,25,25,20,22,34,56,67,76,34,24,19,23,19,24,20,30,29,35,64,53,49,38,34,41,21
,Houston Texas Avenue C411,1,Reg,42,32,40,48,33,37,21,23,21,25,38,57,54,59,35,23,18,21,17,17,17,27,26,40,56,45,41,32,35,43,20
,Park Place C416,1,Reg,47,34,39,46,34,39,23,25,19,25,38,57,66,53,37,23,19,NV,18,NV,NV,29,27,39,63,51,47,36,42,46,22
,Sheldon C551,1,Non,34,24,26,29,27,32,21,21,19,21,29,35,34,44,36,17,13,14,12,14,13,21,19,33,NV,NA,NA,NA,NA,NA,NA
,Baytown Wetlands Center C552,1,Non,45,30,33,37,31,32,21,22,22,23,38,49,51,44,36,25,19,19,15,20,17,27,25,33,50,41,34,29,37,36,18
,Crosby Library C553,1,Non,41,29,30,37,39,48,33,33,30,32,41,47,41,57,54,29,25,28,23,23,28,43,40,47,37,37,35,33,39,42,17
,West Houston C554,1,Non,33,26,33,44,33,33,20,20,16,20,27,40,47,61,29,19,16,17,16,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,La Porte Sylvan Beach C556,1,Non,54,36,38,42,38,37,24,25,24,26,39,56,54,51,39,26,23,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,Mercer Arboretum C557,1,Non,37,29,32,36,41,51,34,39,28,30,33,44,42,62,60,29,23,28,20,26,29,48,48,63,35,36,38,42,38,48,21
,Tom Bass C558,1,Non,39,34,39,43,26,30,16,18,15,19,26,51,63,41,22,14,10,14,11,11,12,17,16,18,62,38,32,26,31,31,13
,Katy Park C559,1,Non,40,31,39,59,41,41,24,24,20,20,32,50,52,81,34,25,20,24,20,24,21,28,29,35,54,51,51,37,39,40,22
,Atascocita C560,1,Non,38,28,31,35,40,48,33,33,30,34,39,44,36,55,60,29,21,26,21,25,25,41,42,55,38,34,34,35,38,43,18
,Meyer Park C561,1,Non,37,30,35,40,46,52,32,34,25,26,34,51,49,69,53,30,24,29,24,25,28,46,44,60,50,44,44,47,43,51,27
,Bunker Hill Village C562,1,Non,40,34,39,54,35,42,24,26,18,20,35,54,62,72,37,23,17,21,18,20,22,28,28,37,59,49,44,33,27,39,18
,Huffman Wolf Road C563,1,Non,NA,26,28,32,31,48,35,33,32,36,35,42,33,52,56,29,21,26,21,23,19,34,34,34,26,26,28,24,28,30,10
,Clear Brook High School C570,1,Non,48,39,49,47,35,36,24,26,22,25,34,65,63,51,35,24,22,25,19,26,23,25,22,34,NV,NV,41,35,43,40,22
,Clear Creek High School C571,1,Non,50,44,50,45,38,35,24,25,24,24,32,66,55,52,38,25,24,28,19,26,22,27,27,40,NV,NA,NV,37,47,40,25
,Clear Lake High School C572,1,Non,48,35,39,41,37,35,22,24,22,23,33,59,54,47,35,23,21,NV,18,24,21,26,27,37,68,52,40,34,42,39,20
,HRM-3 Haden Road C603/A114 ,1,Non,48,34,35,46,40,41,26,26,22,29,47,53,55,55,45,26,21,23,18,23,22,31,33,55,56,46,44,32,39,46,19
,Wallisville Road C617 ,1,Non,51,34,37,43,38,46,29,32,33,40,52,57,58,59,52,30,25,27,24,27,25,41,37,45,47,44,44,37,47,49,25
,Danciger C618 ,1,Non,35,40,49,56,29,34,18,20,17,18,21,46,78,56,20,22,18,15,18,22,18,21,19,28,38,66,37,34,43,32,21
,Mustang Bayou C619 ,1,Non,41,42,51,48,32,27,21,21,22,20,27,63,56,53,29,23,22,22,17,22,19,22,21,23,63,48,35,32,42,NV,21
,Texas City 34th St. C620 ,1,Non,42,43,40,46,38,28,17,20,18,21,28,64,49,50,31,22,19,20,18,23,19,22,22,34,59,52,38,35,46,36,23
,UH Moody Tower C695,1,Non,45,41,49,58,43,46,27,29,27,30,44,68,69,66,43,24,NV,28,22,24,23,33,31,45,70,55,56,41,48,53,25
,U of H-Sugarland C696,1,Non,42,33,43,57,31,38,20,21,17,19,29,59,73,60,27,21,17,20,17,21,18,22,22,26,63,60,57,37,36,37,20
,UH Coastal Center C697,1,Non,45,43,41,45,35,27,20,20,19,20,28,63,50,50,28,21,19,21,17,23,18,21,22,29,57,49,37,33,42,34,22
,UH WG Jones Forest C698,1,Non,40,34,37,39,45,65,41,45,31,30,33,54,45,56,70,32,25,33,27,32,32,58,55,54,46,44,45,49,NV,NV,29
,UH West Liberty C699,1,Non,41,32,34,38,33,53,42,40,40,42,42,NV,NV,63,68,35,29,35,26,29,33,51,46,49,39,39,43,36,43,43,22
,Lynchburg Ferry C1015/A165 ,1,Reg,44,29,30,38,32,34,22,24,22,28,39,43,49,45,41,23,19,22,18,20,21,27,28,45,43,39,35,31,40,38,18
,Lake Jackson C1016 ,1,Reg,22,42,47,50,29,27,17,18,17,17,19,41,59,55,22,20,18,18,17,21,17,19,18,26,NV,49,32,29,40,29,21
,Baytown Garth C1017,1,Reg,47,32,34,40,36,45,28,29,30,38,47,52,53,57,50,29,24,27,23,26,24,39,34,41,43,43,42,35,45,45,24
,Galveston 99th St. C1034/A320/X183,1,Reg,39,47,54,54,41,28,18,23,20,23,39,76,58,57,38,24,22,21,21,26,19,22,22,36,68,NV,39,38,51,42,29

September 2014
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,28,24,27,25,23,35,31,49,42,21,33,12,13,18,35,20,10,9,19,40,48,34,37,51,26,50,37,33,21,37
,Houston Aldine C8/AF108/X150 ,2,Reg,27,24,28,24,31,29,31,42,46,21,39,13,16,21,32,25,15,11,24,39,43,NV,NA,NA,NA,NA,NA,NA,NA,NV
,Channelview C15/AH115 ,3,Reg,23,21,20,21,22,44,30,42,43,20,33,16,15,19,32,19,11,9,16,38,45,32,37,49,30,46,35,29,21,29
,Northwest Harris Co. C26/A110/X154,2,Reg,32,33,39,33,43,33,32,56,47,24,39,28,20,24,41,35,24,17,28,43,46,45,43,51,41,52,40,32,33,59
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,26,23,26,27,22,29,33,58,40,18,28,19,14,21,35,20,15,12,20,37,48,42,46,52,31,43,43,35,27,34
,Seabrook Friendship Park C45,1,Reg,23,23,22,25,23,NV,36,52,39,12,23,NV,15,24,39,NV,NV,14,26,40,48,45,51,52,34,48,44,35,34,34
,Houston Bayland Park C53/A146 ,1,Reg,23,24,23,27,27,31,32,74,33,16,28,17,17,27,50,24,18,14,22,48,59,54,46,62,32,56,47,40,34,42
,Conroe Relocated C78/A321,1,Reg,42,41,37,44,35,35,34,38,67,36,51,25,20,27,35,27,26,18,27,40,47,38,41,52,41,48,40,32,31,39
,Manvel Croix Park C84,1,Reg,23,23,22,23,21,20,30,64,26,15,19,23,17,27,40,21,17,15,19,37,51,54,58,57,34,46,44,33,37,34
,Clinton C403/C304/AH113 ,3,Reg,24,17,23,21,20,29,31,49,29,15,24,15,16,21,41,14,10,9,17,38,49,41,43,54,32,48,40,31,25,33
,Houston North Wayside C405/C1033,1,Reg,26,23,27,19,26,33,34,44,40,18,34,12,17,22,32,19,11,8,18,43,46,42,39,50,31,47,35,31,25,44
,Houston Monroe C406,1,Reg,20,20,24,20,19,21,29,60,32,17,21,17,13,20,36,18,15,11,17,37,45,43,44,55,28,43,39,30,27,30
,Lang C408,2,Reg,26,25,27,24,29,35,36,62,42,22,36,15,17,23,38,24,13,9,20,44,47,47,39,51,35,52,37,34,33,43
,Houston Croquet C409,2,Reg,24,25,24,25,25,26,33,74,34,18,27,23,19,26,52,24,19,16,22,42,59,55,49,61,32,50,47,38,36,39
,Houston Westhollow C410/C3003,1,Reg,24,26,25,24,26,28,32,72,36,20,30,22,20,27,52,25,21,18,25,50,53,52,49,58,37,60,41,42,40,41
,Houston Texas Avenue C411,1,Reg,22,21,26,20,24,29,33,54,35,17,25,13,16,23,39,19,11,11,17,41,48,43,39,51,26,48,NV,34,28,35
,Park Place C416,1,Reg,23,24,29,22,24,29,32,62,38,20,25,14,14,20,41,20,13,11,19,41,53,42,43,56,30,46,44,36,27,38
,Sheldon C551,1,Non,NA,NA,NA,NA,NA,NA,NA,NA,NV,21,34,16,16,18,28,20,14,11,19,37,41,33,37,47,29,44,31,27,23,31
,Baytown Wetlands Center C552,1,Non,22,19,20,23,20,27,26,46,40,13,27,19,14,20,30,18,11,11,16,35,44,36,41,48,30,43,40,34,23,27
,Crosby Library C553,1,Non,23,25,22,24,24,32,27,33,50,20,42,16,14,17,29,22,14,11,19,39,42,29,37,49,29,45,30,27,21,32
,West Houston C554,1,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,21,20,19,19,23,18,12,12,13,31,35,21,28,34,30,39,23,27,19,22
,La Porte Sylvan Beach C556,1,Non,NA,NA,NA,NA,NA,NA,NA,NA,NA,NV,23,22,15,21,32,19,16,15,20,34,40,39,41,46,31,41,42,32,26,30
,Mercer Arboretum C557,1,Non,26,28,32,32,36,31,28,35,54,26,44,21,17,20,30,23,17,13,20,39,39,35,36,42,34,42,33,27,27,40
,Tom Bass C558,1,Non,14,14,14,14,13,13,21,52,22,10,14,14,10,17,32,15,11,7,13,32,42,38,43,47,25,38,35,25,26,27
,Katy Park C559,1,Non,28,25,26,26,27,26,33,59,32,19,27,26,20,25,43,30,22,22,26,47,50,44,48,58,39,60,40,36,38,47
,Atascocita C560,1,Non,28,26,26,28,27,30,28,30,49,23,38,14,14,18,28,24,16,13,21,39,38,32,33,45,34,35,31,26,22,34
,Meyer Park C561,1,Non,30,30,37,31,44,34,34,50,50,28,45,24,20,25,36,31,20,15,25,44,43,42,41,48,39,47,36,31,31,51
,Bunker Hill Village C562,1,Non,23,25,24,24,25,30,30,62,35,20,31,17,18,25,40,23,14,11,18,43,47,48,43,51,34,55,36,35,35,35
,Huffman Wolf Road C563,1,Non,17,20,16,17,16,20,19,21,44,16,32,12,8,12,20,14,9,6,13,32,29,NV,24,30,23,31,23,17,13,22
,Clear Brook High School C570,1,Non,25,25,27,25,22,25,NV,66,37,20,24,23,16,27,39,22,NV,12,20,39,51,52,54,54,33,48,44,39,36,36
,Clear Creek High School C571,1,Non,27,26,29,29,26,30,39,54,42,18,27,NV,21,29,43,25,21,16,27,46,55,58,57,57,37,53,46,41,37,37
,Clear Lake High School C572,1,Non,24,24,27,27,23,29,35,53,41,17,26,24,16,24,39,21,NV,NV,25,40,50,49,49,51,31,46,42,37,33,35
,HRM-3 Haden Road C603/A114 ,1,Non,26,24,25,25,23,40,33,51,42,22,33,18,15,20,40,22,12,9,20,42,52,40,43,57,32,54,41,33,25,35
,Wallisville Road C617 ,1,Non,29,29,25,29,25,41,35,50,56,20,42,24,18,24,39,25,19,15,23,46,53,42,48,59,36,54,43,37,27,36
,Danciger C618 ,1,Non,22,23,21,20,18,21,19,49,22,16,18,22,24,29,41,21,17,14,18,37,49,69,57,60,34,49,38,32,45,30
,Mustang Bayou C619 ,1,Non,24,24,23,24,19,23,27,60,30,15,22,27,17,29,37,22,18,15,22,42,46,57,49,54,31,48,37,34,NV,36
,Texas City 34th St. C620 ,1,Non,24,23,24,22,18,18,28,44,22,11,14,19,14,19,31,19,16,12,24,38,38,36,51,48,29,43,34,31,32,30
,UH Moody Tower C695,1,Non,27,28,33,28,29,35,40,71,44,23,32,19,20,27,50,25,17,12,21,49,61,55,51,64,34,57,48,43,32,45
,U of H-Sugarland C696,1,Non,24,23,NV,21,23,23,26,64,28,18,23,24,21,28,47,22,19,16,19,42,59,55,51,66,34,50,49,39,41,36
,UH Coastal Center C697,1,Non,24,24,25,25,20,20,33,58,30,14,21,26,17,25,39,21,17,15,26,42,44,46,53,53,31,46,38,34,35,35
,UH WG Jones Forest C698,1,Non,40,37,35,NV,42,40,37,42,63,34,49,26,20,27,35,30,25,16,25,38,46,39,41,48,40,46,40,32,31,44
,UH West Liberty C699,1,Non,NV,29,25,28,27,30,33,36,60,29,50,24,17,21,33,NV,22,17,23,49,47,33,40,51,38,51,36,30,25,37
,Lynchburg Ferry C1015/A165 ,1,Reg,22,22,21,23,22,38,26,46,41,18,29,19,14,18,30,15,14,13,17,35,40,31,37,50,28,47,37,31,20,31
,Lake Jackson C1016 ,1,Reg,23,24,22,20,17,21,23,55,NV,16,19,23,22,34,37,21,19,15,20,40,46,58,53,56,33,49,39,35,45,34
,Baytown Garth C1017,1,Reg,26,27,24,26,23,38,32,47,51,20,39,23,17,22,37,24,19,16,23,43,48,39,44,55,34,52,40,35,25,34
,Galveston 99th St. C1034/A320/X183,1,Reg,28,28,28,NV,25,25,39,73,46,20,26,32,22,28,42,28,24,22,40,50,51,49,58,60,47,58,46,40,45,39

October 2014
Area,Monitoring_Site,POC,Flag,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31

Houston-Galveston-Brazoria
,Houston East C1/G316,2,Reg,29,20,30,33,47,35,35,31,38,23,21,18,21,30,43,51,44,48,54,48,48,52,33,36,59,52,47,40,30,39,30
,Houston Aldine C8/AF108/X150 ,2,Reg,30,26,32,37,49,NV,32,29,37,19,26,21,29,33,44,51,42,46,40,NV,NA,NV,41,41,55,50,43,35,30,40,36
,Channelview C15/AH115 ,3,Reg,24,22,33,31,44,35,32,26,27,18,22,18,27,37,45,49,43,44,49,47,44,49,39,40,55,49,44,36,32,41,35
,Northwest Harris Co. C26/A110/X154,2,Reg,34,26,39,42,49,46,35,36,46,23,31,24,34,37,47,53,45,49,41,51,46,49,47,47,59,49,45,39,30,44,39
,Hou.DeerPrk2 C35/235/1001/AFH139FP239,1,Reg,26,23,34,35,44,39,32,28,32,17,22,18,24,35,48,48,41,47,47,55,54,58,41,42,86,49,44,39,32,39,36
,Seabrook Friendship Park C45,1,Reg,23,27,38,35,46,44,32,28,31,17,22,20,23,40,53,51,42,44,51,55,60,58,46,47,61,54,46,NV,31,43,37
,Houston Bayland Park C53/A146 ,1,Reg,29,26,43,45,47,41,30,27,37,18,27,19,29,36,50,49,39,57,62,58,59,59,43,44,69,47,44,40,37,44,40
,Conroe Relocated C78/A321,1,Reg,47,29,40,39,62,48,53,44,58,27,31,20,35,40,51,59,54,43,38,46,45,47,33,40,59,59,52,44,25,42,41
,Manvel Croix Park C84,1,Reg,27,26,44,47,45,40,30,25,34,19,26,19,NV,38,48,50,43,61,52,70,62,67,45,45,95,51,48,41,40,56,42
,Clinton C403/C304/AH113 ,3,Reg,20,16,33,33,42,35,26,23,26,16,21,18,19,27,31,33,27,47,51,50,49,53,35,39,55,44,32,26,31,39,34
,Houston North Wayside C405/C1033,1,Reg,27,16,34,36,45,38,32,28,36,18,24,18,22,30,34,44,36,46,45,46,44,46,39,43,49,53,40,34,33,40,35
,Houston Monroe C406,1,Reg,22,22,30,34,40,35,28,23,28,18,21,16,24,33,40,41,33,44,41,53,47,53,31,34,76,43,41,36,30,39,31
,Lang C408,2,Reg,31,25,36,40,46,39,35,29,39,19,30,19,28,35,42,50,42,50,47,56,47,49,40,42,70,50,44,38,31,41,35
,Houston Croquet C409,2,Reg,29,26,43,43,46,40,31,28,37,20,27,19,29,37,49,48,40,60,58,60,61,67,40,44,67,51,43,40,38,46,39
,Houston Westhollow C410/C3003,1,Reg,29,27,40,48,45,42,31,27,36,20,31,21,29,34,47,48,38,56,57,58,54,55,43,47,72,47,41,38,36,42,38
,Houston Texas Avenue C411,1,Reg,25,24,34,37,44,36,30,27,31,18,25,19,23,30,42,43,35,50,55,50,49,52,38,43,56,54,39,35,32,38,33
,Park Place C416,1,Reg,29,23,34,36,45,37,35,28,35,21,25,18,24,34,46,NV,38,54,56,53,56,60,33,36,67,48,44,38,34,42,34
,Sheldon C551,1,Non,27,22,32,30,42,33,33,25,29,19,23,20,27,34,41,45,40,41,39,44,42,44,36,36,40,46,41,36,30,37,36
,Baytown Wetlands Center C552,1,Non,23,19,30,32,42,34,31,25,27,12,19,17,23,34,44,43,36,42,45,49,46,52,39,38,54,47,38,36,28,37,33
,Crosby Library C553,1,Non,30,21,30,29,45,37,42,28,35,19,25,21,28,35,43,48,44,40,36,43,42,44,34,34,41,51,42,37,27,37,33
,West Houston C554,1,Non,11,13,15,26,24,30,17,17,15,11,15,11,16,13,20,NV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
,La Porte Sylvan Beach C556,1,Non,21,22,31,33,42,38,29,26,28,16,20,18,21,33,44,38,31,31,35,40,47,46,46,45,59,52,43,40,32,43,36
,Mercer Arboretum C557,1,Non,33,20,33,34,47,39,41,30,40,22,26,23,27,31,39,50,42,40,34,44,39,42,39,38,50,50,41,36,26,38,36
,Tom Bass C558,1,Non,20,18,31,34,36,32,24,19,26,11,16,11,20,28,36,38,30,45,40,55,45,50,27,31,74,42,39,33,31,43,33
,Katy Park C559,1,Non,27,24,36,46,43,44,29,27,34,19,29,22,31,36,43,47,39,53,NA,NA,NV,50,43,44,53,42,35,30,30,41,34
,Atascocita C560,1,Non,30,21,29,29,45,38,38,33,37,21,23,23,25,28,36,46,39,38,34,37,37,41,36,36,42,50,40,34,24,33,32
,Meyer Park C561,1,Non,35,24,37,39,49,42,40,33,45,24,29,24,32,36,45,53,44,45,40,48,44,47,45,47,59,50,45,39,28,42,38
,Bunker Hill Village C562,1,Non,28,22,38,41,42,37,30,26,35,18,28,18,26,33,41,45,37,49,49,52,47,50,38,43,61,43,41,33,34,39,37
,Huffman Wolf Road C563,1,Non,22,13,20,20,35,26,33,20,32,19,22,20,24,30,37,45,39,33,29,33,34,37,31,31,31,48,NV,35,21,30,30
,Clear Brook High School C570,1,Non,27,25,44,42,48,43,34,29,35,21,27,21,27,39,52,52,44,50,48,60,60,61,46,53,73,53,49,44,37,46,41
,Clear Creek High School C571,1,Non,30,30,48,40,51,45,38,30,36,22,30,24,32,44,55,54,46,50,52,63,61,63,51,53,71,55,50,46,40,46,44
,Clear Lake High School C572,1,Non,26,28,40,38,46,42,36,29,33,18,25,20,26,38,51,49,42,45,46,55,57,57,48,45,65,51,45,41,33,40,39
,HRM-3 Haden Road C603/A114 ,1,Non,28,21,34,36,46,41,37,32,36,22,26,19,NV,35,44,53,45,53,58,56,55,59,40,40,73,55,48,44,35,45,37
,Wallisville Road C617 ,1,Non,32,29,38,37,53,47,47,31,39,21,27,24,36,44,46,57,50,55,55,59,51,59,46,45,60,62,50,49,38,52,43
,Danciger C618 ,1,Non,27,23,45,52,44,40,25,21,30,18,27,NV,29,38,49,48,39,41,50,55,56,59,49,55,NA,NA,NV,38,35,49,42
,Mustang Bayou C619 ,1,Non,26,27,48,42,45,42,32,29,31,20,28,21,26,38,46,49,41,45,46,55,51,54,55,56,62,50,46,40,37,43,42
,Texas City 34th St. C620 ,1,Non,19,24,35,30,42,36,27,28,NV,NA,NA,NA,NA,NA,NA,NA,NV,47,52,64,56,60,54,53,68,54,51,44,48,46,45
,UH Moody Tower C695,1,Non,33,30,42,43,51,44,40,33,41,24,29,35,35,41,56,55,46,60,68,63,61,65,46,50,72,55,51,NV,41,47,42
,U of H-Sugarland C696,1,Non,27,23,38,49,41,41,29,25,30,18,28,20,27,33,44,47,38,60,57,62,61,70,42,46,72,44,42,37,34,47,35
,UH Coastal Center C697,1,Non,24,27,46,36,47,42,32,31,30,20,27,23,23,40,49,48,40,46,44,57,50,53,49,51,58,49,46,41,39,41,39
